,id,date,city,pop,shop,brand,container,capacity,price,quantity,Comp
6191,6191,30/09/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,27845,0.74
6192,6192,30/09/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,19670,1.39
6193,6193,30/09/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,47482,0.35
6194,6194,30/09/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,24371,0.85
6196,6196,30/09/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,39232,0.35
6197,6197,30/09/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,18752,1.05
6198,6198,30/09/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,37863,0.42
6199,6199,30/09/17,Manipur,353001,Dealer_4,Lemon,plastic,600ml,20,17269,1.26
6200,6200,30/09/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,34937,0.38
6201,6201,30/09/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,26620,1
6202,6202,30/09/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,23577,2.35
6203,6203,30/09/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,17099,1.97
6204,6204,30/09/17,Assam,665871,Dealer_1,Apple,plastic,600ml,35,7171,1.76
6205,6205,30/09/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,26896,0.56
6206,6206,30/09/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,33889,1.07
6207,6207,30/09/17,Assam,665871,Dealer_1,Zeera cola,can,300ml,20,20178,0.68
6208,6208,30/09/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,14765,2.25
6209,6209,30/09/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,25574,0.41
6210,6210,31/10/17,Assam,665871,Dealer_1,Apple,plastic,600ml,35,19863,0.73
6211,6211,31/10/17,Assam,665871,Dealer_1,Zeera cola,plastic,200ml,12,8857,3.35
6212,6212,31/10/17,Assam,665871,Dealer_1,Zeera cola,can,300ml,20,18855,0.63
6213,6213,31/10/17,Assam,665871,Dealer_1,Mango,Tetra pak,200ml,10,27577,0.95
6214,6214,31/10/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,17251,2.07
6215,6215,31/10/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,21540,1.01
6216,6216,31/10/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,20024,1.92
6217,6217,31/10/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,27028,0.51
6218,6218,31/10/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,42442,0.68
6219,6219,31/10/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,20915,1.32
6220,6220,31/10/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,47591,0.35
6221,6221,31/10/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,15416,0.98
6223,6223,31/10/17,Assam,665871,Dealer_1,Lemon,plastic,250ml,10,14033,0.72
6224,6224,31/10/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,10402,3.57
6225,6225,31/10/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,20957,0.83
6226,6226,31/10/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,18827,1.31
6227,6227,31/10/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,27022.6,2.25
6229,6229,31/10/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,22871,1.05
6231,6231,31/10/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,29834,0.57
6232,6232,31/10/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,46598,0.59
6233,6233,31/10/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,30222,0.86
6235,6235,31/10/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,29669,0.55
6236,6236,31/10/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,20361,1.34
6237,6237,31/10/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,19202,2.49
6238,6238,31/10/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,31055,0.76
6240,6240,31/10/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,36181,1.66
6242,6242,31/10/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,26308,1.08
6243,6243,31/10/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,30491,2.05
6244,6244,31/10/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,47412,0.56
6245,6245,31/10/17,Nagaland,168501,Dealer_6,Mango,plastic,600ml,35,38177,0.77
6246,6246,31/10/17,Nagaland,168501,Dealer_6,Mango,plastic,1.2lt,65,33694,1.27
6247,6247,31/10/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,56743,0.39
6248,6248,31/10/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,19313,1.2
6249,6249,31/10/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,31584,0.58
6250,6250,31/10/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,16663,1.35
6251,6251,31/10/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,14979,1.99
6252,6252,31/10/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,30067,1.07
6253,6253,31/10/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,47205,0.88
6254,6254,31/10/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,29237,1.7
6255,6255,31/10/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,51462,0.41
6256,6256,31/10/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,45631,0.66
6257,6257,31/10/17,Manipur,353001,Dealer_4,Mango,plastic,1.2lt,65,23988,1.31
6258,6258,31/10/17,Manipur,353001,Dealer_4,Lemon,plastic,600ml,20,21955,0.91
6260,6260,31/10/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,7860,1.55
6261,6261,31/10/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,10197,2.32
6262,6262,31/10/17,Assam,665871,Dealer_3,Zeera cola,can,300ml,20,12176,0.74
6263,6263,31/10/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,9137,1.55
6264,6264,31/10/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,12605,2.85
6266,6266,31/10/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,24631,0.85
6267,6267,31/10/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,17022,1.66
6268,6268,31/10/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,21433,0.52
6269,6269,31/10/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,20883,0.72
6270,6270,31/10/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,19030,0.43
6271,6271,31/10/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,19511,0.85
6273,6273,31/10/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,13417,0.67
6274,6274,31/10/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,9210,1.57
6275,6275,31/10/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,16207,1.58
6277,6277,31/10/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,35930,0.56
6278,6278,31/10/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,22591,1.27
6279,6279,31/10/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,38553,0.59
6280,6280,31/10/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,17682,1.43
6281,6281,31/10/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,32239,0.35
6282,6282,31/10/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,13933,1.09
6284,6284,31/10/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,20200,0.62
6285,6285,31/10/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,52714,0.35
6286,6286,31/10/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,15493,0.74
6287,6287,31/10/17,Meghalaya,144302,Dealer_5,Litchi,can,200ml,10,48793,0.34
6289,6289,31/10/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,43283,0.83
6290,6290,31/10/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,5848,1.84
6291,6291,31/10/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,18917,2.83
6293,6293,31/10/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,9753,1.08
6294,6294,31/10/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,14238,1.45
6295,6295,31/10/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,31234,0.56
6297,6297,31/10/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,8507,1.76
6298,6298,31/10/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,12751,1.56
6299,6299,31/10/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,35149,0.39
6300,6300,30/11/17,Assam,665871,Dealer_1,Apple,plastic,600ml,35,8890,1.6
6301,6301,30/11/17,Assam,665871,Dealer_1,Zeera cola,plastic,200ml,12,7278,3.68
6302,6302,30/11/17,Assam,665871,Dealer_1,Mango,Tetra pak,200ml,10,12491,1.5
6303,6303,30/11/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,23821,1.49
6305,6305,30/11/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,23046,0.92
6306,6306,30/11/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,14528,2.17
6307,6307,30/11/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,37256,0.44
6308,6308,30/11/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,32668,0.71
6309,6309,30/11/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,19973,1.31
6310,6310,30/11/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,29953,0.38
6311,6311,30/11/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,24018,0.73
6312,6312,30/11/17,Assam,665871,Dealer_1,Lemon,plastic,250ml,10,13615,0.72
6313,6313,30/11/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,14986,0.83
6314,6314,30/11/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,27397,1.06
6315,6315,30/11/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,20075,2.34
6317,6317,30/11/17,Arunanchal,138200,Dealer_2,Apple,plastic,250ml,20,15680,2.35
6318,6318,30/11/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,36234,0.48
6319,6319,30/11/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,34920,0.75
6320,6320,30/11/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,17402,1.4
6321,6321,30/11/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,43833,0.37
6322,6322,30/11/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,20594,0.95
6323,6323,30/11/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,16783,1.36
6324,6324,30/11/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,13315,3.02
6325,6325,30/11/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,25286,0.71
6326,6326,30/11/17,Nagaland,168501,Dealer_6,Mango,Tetra pak,200ml,10,33731,1.05
6327,6327,30/11/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,30925,2.08
6329,6329,30/11/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,39964,0.84
6330,6330,30/11/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,28253,2.01
6331,6331,30/11/17,Nagaland,168501,Dealer_6,Mango,plastic,1.2lt,65,29536,1.36
6332,6332,30/11/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,20779,1.17
6334,6334,30/11/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,30549,0.57
6335,6335,30/11/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,23907,0.67
6336,6336,30/11/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,21339,0.73
6337,6337,30/11/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,24323,1.24
6338,6338,30/11/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,12212,3.05
6340,6340,30/11/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,11909,2.52
6341,6341,30/11/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,30372,0.58
6342,6342,30/11/17,Manipur,353001,Dealer_4,Mango,plastic,1.2lt,65,21187,1.37
6343,6343,30/11/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,26113,0.45
6344,6344,30/11/17,Manipur,353001,Dealer_4,Lemon,plastic,600ml,20,33570,0.75
6346,6346,30/11/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,18741,0.68
6347,6347,30/11/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,7961,1.47
6348,6348,30/11/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,9576,2.11
6349,6349,30/11/17,Assam,665871,Dealer_3,Zeera cola,can,300ml,20,18716,0.35
6350,6350,30/11/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,23071,0.81
6351,6351,30/11/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,11641,2.82
6353,6353,30/11/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,12256,2.13
6354,6354,30/11/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,16547,0.62
6355,6355,30/11/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,31487,0.65
6356,6356,30/11/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,15525,1.4
6357,6357,30/11/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,11251,1.03
6359,6359,30/11/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,15539,0.63
6360,6360,30/11/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,10443,2.62
6361,6361,30/11/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,11652,0.75
6362,6362,30/11/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,11276,3.36
6364,6364,30/11/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,26709,0.84
6365,6365,30/11/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,15490,1.95
6366,6366,30/11/17,Meghalaya,144302,Dealer_5,Litchi,can,200ml,10,11764,0.7
6367,6367,30/11/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,19886,0.79
6368,6368,30/11/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,32243,0.52
6369,6369,30/11/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,29270,0.41
6370,6370,30/11/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,12118,1.08
6372,6372,30/11/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,18862,0.6
6373,6373,30/11/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,35457,0.73
6374,6374,30/11/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,10276,1.16
6375,6375,30/11/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,62431,0.36
6376,6376,30/11/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,11432,1.4
6377,6377,30/11/17,Nagaland,168501,Dealer_6,Mango,plastic,600ml,35,40164,0.74
6378,6378,30/11/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,35606,0.84
6379,6379,30/11/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,22075,0.64
6380,6380,30/11/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,11628,3
6381,6381,30/11/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,22734,1.01
6382,6382,30/11/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,24415,1.09
6383,6383,30/11/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,15275,2.18
6384,6384,30/11/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,35050,0.33
6385,6385,30/11/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,44054,0.56
6388,6388,30/11/17,Assam,665871,Dealer_1,Zeera cola,can,300ml,20,12489,0.83
6389,6389,30/11/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,31582,0.73
6390,6390,31/12/17,Assam,665871,Dealer_1,Apple,plastic,600ml,35,14506,1.38
6391,6391,31/12/17,Assam,665871,Dealer_1,Zeera cola,plastic,200ml,12,7092,4.24
6392,6392,31/12/17,Assam,665871,Dealer_1,Zeera cola,can,300ml,20,24049,0.56
6393,6393,31/12/17,Assam,665871,Dealer_1,Mango,Tetra pak,200ml,10,22083,1.15
6394,6394,31/12/17,Assam,665871,Dealer_1,Club soda,plastic,600ml,20,12397,3.2
6396,6396,31/12/17,Assam,665871,Dealer_1,Litchi,plastic,250ml,15,24144,0.99
6397,6397,31/12/17,Assam,665871,Dealer_1,Apple,plastic,250ml,20,21273,1.73
6398,6398,31/12/17,Assam,665871,Dealer_1,Mango,plastic,600ml,35,30410,0.67
6399,6399,31/12/17,Assam,665871,Dealer_1,Mango,plastic,1.2lt,65,22911,1.31
6400,6400,31/12/17,Assam,665871,Dealer_1,Mango,plastic,250ml,15,19384,0.46
6401,6401,31/12/17,Assam,665871,Dealer_1,Lemon,plastic,600ml,20,22712,0.71
6403,6403,31/12/17,Arunanchal,138200,Dealer_2,Apple,plastic,600ml,35,14022,1.55
6404,6404,31/12/17,Arunanchal,138200,Dealer_2,Zeera cola,plastic,200ml,12,18587,1.98
6405,6405,31/12/17,Arunanchal,138200,Dealer_2,Zeera cola,can,300ml,20,24733,0.74
6406,6406,31/12/17,Arunanchal,138200,Dealer_2,Club soda,plastic,600ml,20,27369.1,2.22
6408,6408,31/12/17,Arunanchal,138200,Dealer_2,Litchi,plastic,250ml,15,21755,1.1
6409,6409,31/12/17,Arunanchal,138200,Dealer_2,Mango,plastic,600ml,35,35852,0.75
6410,6410,31/12/17,Arunanchal,138200,Dealer_2,Mango,plastic,1.2lt,65,40514,0.93
6411,6411,31/12/17,Arunanchal,138200,Dealer_2,Mango,plastic,250ml,15,47261,0.39
6412,6412,31/12/17,Arunanchal,138200,Dealer_2,Lemon,plastic,600ml,20,17125,1.15
6414,6414,31/12/17,Nagaland,168501,Dealer_6,Apple,plastic,600ml,35,27710,1.24
6415,6415,31/12/17,Nagaland,168501,Dealer_6,Zeera cola,plastic,200ml,12,23684,2.02
6416,6416,31/12/17,Nagaland,168501,Dealer_6,Zeera cola,can,300ml,20,16258,1.04
6417,6417,31/12/17,Nagaland,168501,Dealer_6,Club soda,plastic,600ml,20,28849,2.54
6419,6419,31/12/17,Nagaland,168501,Dealer_6,Apple,plastic,250ml,20,48853,1.29
6420,6420,31/12/17,Nagaland,168501,Dealer_6,Litchi,can,200ml,10,40490,0.61
6421,6421,31/12/17,Nagaland,168501,Dealer_6,Mango,plastic,600ml,35,37562,0.76
6422,6422,31/12/17,Nagaland,168501,Dealer_6,Mango,plastic,250ml,15,74358,0.34
6423,6423,31/12/17,Nagaland,168501,Dealer_6,Lemon,plastic,600ml,20,34649,0.88
6424,6424,31/12/17,Nagaland,168501,Dealer_6,Lemon,plastic,250ml,10,44176,0.56
6425,6425,31/12/17,Manipur,353001,Dealer_4,Apple,plastic,600ml,35,16441,1.41
6426,6426,31/12/17,Manipur,353001,Dealer_4,Zeera cola,plastic,200ml,12,20720,1.74
6427,6427,31/12/17,Manipur,353001,Dealer_4,Zeera cola,can,300ml,20,22095,0.87
6428,6428,31/12/17,Manipur,353001,Dealer_4,Club soda,plastic,600ml,20,19006,2.37
6430,6430,31/12/17,Manipur,353001,Dealer_4,Litchi,plastic,250ml,15,64951,0.5
6431,6431,31/12/17,Manipur,353001,Dealer_4,Litchi,can,200ml,10,60310,0.44
6432,6432,31/12/17,Manipur,353001,Dealer_4,Mango,plastic,600ml,35,49203,0.67
6433,6433,31/12/17,Manipur,353001,Dealer_4,Mango,plastic,250ml,15,57093,0.37
6434,6434,31/12/17,Manipur,353001,Dealer_4,Lemon,plastic,600ml,20,26664,0.99
6436,6436,31/12/17,Manipur,353001,Dealer_4,Lemon,plastic,250ml,10,29720,0.65
6437,6437,31/12/17,Assam,665871,Dealer_3,Apple,plastic,600ml,35,5599,1.71
6438,6438,31/12/17,Assam,665871,Dealer_3,Zeera cola,plastic,200ml,12,5259,4.03
6439,6439,31/12/17,Assam,665871,Dealer_3,Zeera cola,can,300ml,20,8832,0.97
6440,6440,31/12/17,Assam,665871,Dealer_3,Mango,Tetra pak,200ml,10,20517,0.72
6441,6441,31/12/17,Assam,665871,Dealer_3,Club soda,plastic,600ml,20,8773,3.24
6442,6442,31/12/17,Assam,665871,Dealer_3,Litchi,plastic,250ml,15,31877,0.76
6443,6443,31/12/17,Assam,665871,Dealer_3,Mango,plastic,600ml,35,26841,0.64
6444,6444,31/12/17,Assam,665871,Dealer_3,Mango,plastic,1.2lt,65,22212,0.99
6445,6445,31/12/17,Assam,665871,Dealer_3,Mango,plastic,250ml,15,53236,0.23
6446,6446,31/12/17,Assam,665871,Dealer_3,Lemon,plastic,600ml,20,23271,0.74
6448,6448,31/12/17,Assam,665871,Dealer_3,Lemon,plastic,250ml,10,16664,0.57
6449,6449,31/12/17,Meghalaya,144302,Dealer_5,Apple,plastic,600ml,35,11377,1.16
6450,6450,31/12/17,Meghalaya,144302,Dealer_5,Zeera cola,plastic,200ml,12,15698,1.76
6451,6451,31/12/17,Meghalaya,144302,Dealer_5,Zeera cola,can,300ml,20,15106,0.9
6452,6452,31/12/17,Meghalaya,144302,Dealer_5,Mango,Tetra pak,200ml,10,12376,1.54
6454,6454,31/12/17,Meghalaya,144302,Dealer_5,Litchi,plastic,250ml,15,29760,0.96
6455,6455,31/12/17,Meghalaya,144302,Dealer_5,Apple,plastic,250ml,20,14523,2.1
6456,6456,31/12/17,Meghalaya,144302,Dealer_5,Mango,plastic,600ml,35,38691,0.7
6457,6457,31/12/17,Meghalaya,144302,Dealer_5,Mango,plastic,250ml,15,33818,0.36
6458,6458,31/12/17,Meghalaya,144302,Dealer_5,Lemon,plastic,600ml,20,21932,0.87
6460,6460,31/12/17,Meghalaya,144302,Dealer_5,Lemon,plastic,250ml,10,20543,0.66
6461,6461,31/12/17,Assam,665871,Dealer_1,Litchi,can,200ml,10,47998,0.35
6462,6462,31/12/17,Arunanchal,138200,Dealer_2,Apple,plastic,250ml,20,24921,2.03
6463,6463,31/12/17,Arunanchal,138200,Dealer_2,Mango,Tetra pak,200ml,10,24076,1.25
6465,6465,31/12/17,Manipur,353001,Dealer_4,Apple,plastic,250ml,20,28852,1.7
6466,6466,31/12/17,Nagaland,168501,Dealer_6,Litchi,plastic,250ml,15,43915,0.9
6467,6467,31/12/17,Nagaland,168501,Dealer_6,Mango,plastic,1.2lt,65,28441,1.48
6468,6468,31/12/17,Arunanchal,138200,Dealer_2,Lemon,plastic,250ml,10,28151,0.65
6469,6469,31/12/17,Assam,665871,Dealer_3,Litchi,can,200ml,10,23724,0.57
6471,6471,31/12/17,Meghalaya,144302,Dealer_5,Club soda,plastic,600ml,20,7675,3.83
6473,6473,31/12/17,Meghalaya,144302,Dealer_5,Mango,plastic,1.2lt,65,46047,0.26
6474,6474,31/12/17,Arunanchal,138200,Dealer_2,Litchi,can,200ml,10,42633,0.51
6475,6475,31/12/17,Assam,665871,Dealer_3,Apple,plastic,250ml,20,33201,1.02
6476,6476,31/12/17,Meghalaya,144302,Dealer_5,Litchi,can,200ml,10,46971,0.47
6477,6477,31/12/17,Nagaland,168501,Dealer_6,Mango,Tetra pak,200ml,10,47708,1.02
6478,6478,31/12/17,Manipur,353001,Dealer_4,Mango,plastic,1.2lt,65,27115,1.34
6479,6479,31/12/17,Manipur,353001,Dealer_4,Mango,Tetra pak,200ml,10,30413,1.16
0,6480,31-01-2018,Assam,664046,Dealer_1,Zeera cola,plastic,200ml,12,6620,3.1
1,6481,31-01-2018,Assam,664046,Dealer_1,Zeera cola,can,300ml,20,13509,0.85
2,6482,31-01-2018,Assam,664046,Dealer_1,Mango,Tetra pak,200ml,10,22160,0.83
3,6483,31-01-2018,Assam,664046,Dealer_1,Litchi,plastic,250ml,15,30161,0.54
5,6485,31-01-2018,Assam,664046,Dealer_1,Mango,plastic,600ml,35,26789,0.77
6,6486,31-01-2018,Assam,664046,Dealer_1,Mango,plastic,1.2lt,65,19998,1.22
7,6487,31-01-2018,Assam,664046,Dealer_1,Mango,plastic,250ml,15,28496,0.28
8,6488,31-01-2018,Assam,664046,Dealer_1,Lemon,plastic,600ml,20,12595,0.95
10,6490,31-01-2018,Assam,664046,Dealer_1,Lemon,plastic,250ml,10,20838,0.48
11,6491,31-01-2018,Arunanchal,137154,Dealer_2,Apple,plastic,600ml,35,13296,1.24
12,6492,31-01-2018,Arunanchal,137154,Dealer_2,Zeera cola,plastic,200ml,12,9871,3.19
13,6493,31-01-2018,Arunanchal,137154,Dealer_2,Zeera cola,can,300ml,20,18822,0.69
14,6494,31-01-2018,Arunanchal,137154,Dealer_2,Mango,Tetra pak,200ml,10,15982,0.61
15,6495,31-01-2018,Arunanchal,137154,Dealer_2,Club soda,plastic,600ml,20,16633.1,3.24
16,6496,31-01-2018,Arunanchal,137154,Dealer_2,Mango,plastic,1.2lt,65,34244,1.27
17,6497,31-01-2018,Arunanchal,137154,Dealer_2,Lemon,plastic,600ml,20,18583,0.85
19,6499,31-01-2018,Arunanchal,137154,Dealer_2,Lemon,plastic,250ml,10,19153,0.7
20,6500,31-01-2018,Nagaland,168034,Dealer_6,Apple,plastic,600ml,35,15100,1.44
22,6502,31-01-2018,Nagaland,168034,Dealer_6,Zeera cola,can,300ml,20,19234,0.63
23,6503,31-01-2018,Nagaland,168034,Dealer_6,Club soda,plastic,600ml,20,19336,2.21
25,6505,31-01-2018,Nagaland,168034,Dealer_6,Litchi,plastic,250ml,15,24273,0.89
26,6506,31-01-2018,Nagaland,168034,Dealer_6,Apple,plastic,250ml,20,27030,1.97
27,6507,31-01-2018,Nagaland,168034,Dealer_6,Litchi,can,200ml,10,41590,0.42
29,6509,31-01-2018,Nagaland,168034,Dealer_6,Mango,plastic,250ml,15,38610,0.34
30,6510,31-01-2018,Nagaland,168034,Dealer_6,Lemon,plastic,600ml,20,25092,0.89
32,6512,31-01-2018,Manipur,354290,Dealer_4,Apple,plastic,600ml,35,14298,0.79
33,6513,31-01-2018,Manipur,354290,Dealer_4,Zeera cola,plastic,200ml,12,8737,3.4
35,6515,31-01-2018,Manipur,354290,Dealer_4,Mango,Tetra pak,200ml,10,23903,0.73
36,6516,31-01-2018,Manipur,354290,Dealer_4,Club soda,plastic,600ml,20,20585,2.28
38,6518,31-01-2018,Manipur,354290,Dealer_4,Litchi,plastic,250ml,15,36969,0.9
40,6520,31-01-2018,Manipur,354290,Dealer_4,Litchi,can,200ml,10,35200,0.51
41,6521,31-01-2018,Manipur,354290,Dealer_4,Mango,plastic,600ml,35,26610,0.66
42,6522,31-01-2018,Manipur,354290,Dealer_4,Mango,plastic,250ml,15,34672,0.42
